cuds_bin_midpoint,mean_outcome,se_outcome,n_obs,ci_lower,ci_upper,poly_predicted
0.028470933037975914,152.61968709875947,3.1174200112277597,1950,146.50954387675307,158.72983032076587,155.93502950394833
0.03755431922896535,167.82724884092326,3.5133667431861357,1949,160.94105002427844,174.71344765756808,145.69339478481328
0.04450546257402206,149.6602355672858,3.151981400565442,1950,143.48235202217754,155.83811911239408,138.70878404079372
0.050921353910160304,128.08882094240883,2.678238178710619,1949,122.83947411213602,133.33816777268163,132.88404400336998
0.05702586321028876,123.62564561336332,2.632282714304506,1950,118.46637149332649,128.78491973340016,127.86991447248242
0.06295166534367004,111.72909263855728,2.4812833639548475,1949,106.86577724520578,116.59240803190878,123.47160746527413
0.06885111843746941,108.58500371760545,2.4293737238319952,1950,103.82343121889474,113.34657621631615,119.52962045987555
0.07492765541034649,102.71802810907843,2.2130597598024186,1949,98.3804309798657,107.05562523829117,115.90176355199696
0.08145795611801018,108.53188713790045,2.4330627098762845,1950,103.76308422654294,113.30069004925797,112.46515415472146
0.08909868378094138,106.84069391921749,2.1541578367668075,1949,102.61854455915454,111.06284327928043,109.01305180893023
0.0977200834447342,104.9506939396259,1.8865912198931944,1949,101.25297514863524,108.64841273061657,105.79769983850643
0.10815928584290245,104.82457151503459,1.8491468385067553,1950,101.20024371156136,108.44889931850783,102.77479586694575
0.11901875162831102,107.85314884496242,1.844731140965124,1949,104.23747580867078,111.46882188125406,100.51897016386856
0.13012025053395884,108.09292391529473,1.705619208679376,1950,104.74991026628315,111.43593756430631,99.00932998622977
0.14216226119916106,104.18270665441375,1.548578739081495,1949,101.14749232581401,107.21792098301349,98.1138501494775
0.1545817467538738,105.58912433576343,1.7098818736824024,1950,102.23775586334592,108.94049280818093,97.80720517543887
0.1684229158424538,100.84067718925218,1.6315478673452748,1949,97.64284336925543,104.03851100924892,97.95614125891163
0.1847285475911197,94.41723411499768,1.20912946457742,1950,92.04734036442593,96.78712786556943,98.42335351859313
0.20569203107839806,92.29390103246165,1.2343290334018144,1949,89.87461612699408,94.71318593792921,98.77812748713782
0.24815674308942015,88.74889732304369,1.2842859616107851,1950,86.23169683828655,91.26609780780083,94.83259460950505
