variable,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,n_obs,r2_within,r2_between,r2_overall
cuds,0.012478889445974565,0.017482611773151413,0.7137886265448495,0.47536684938295215,-0.02178862976574781,0.046746408657696935,21948,0.00026694810372995814,0.061814799298099854,0.05513830637060191
