variable,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,n_obs,r2_within,r2_between,r2_overall
cuds,3172.221000195397,1789.3538311100017,1.7728304737959806,0.07627306120918731,-335.07484478555125,6679.516845176346,22081,-0.001717808541553012,0.08770476637281999,0.0839139883773744
