variable,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,n_obs,r2_within,r2_between,r2_overall
cuds,-0.028034844560502037,0.07253686565998953,-0.3864909836594404,0.6991374718415728,-0.17021368203470008,0.11414399291369601,22081,5.897542721911009e-05,-0.01343926577202148,-0.007653821115385817
