variable,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,n_obs,r2_within,r2_between,r2_overall
cuds,-0.11988791619425618,0.01335143600973046,-8.9794023734138,0.0,-0.14605794205907235,-0.09371789032944,22081,0.009898013828205432,-0.6519315481417693,-0.6328542359974458
