variable,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,n_obs,r2_within,r2_between,r2_overall
cuds,15.041942346987472,3.3602180312563705,4.476478075847762,7.613511802562201e-06,8.4557974467536,21.628087247221345,38990,-0.002761962905578841,0.04268902460523949,0.04266048868795391
