variable,coefficient,std_error,t_stat,p_value,ci_lower,ci_upper,n_obs,r2_within,r2_between,r2_overall
cuds,1.3592343415579554e-29,1.4158586192792267e-29,0.9600071102084351,0.33705858311944104,-1.415898086777791e-29,4.1343667698937015e-29,38990,0.0,0.0,0.0
